date_time,ret,trgt,bin,side
2020-05-03 13:15:00,0.010676689036704823,0.01,1,1.0
2020-05-03 13:20:00,-0.013618681020746926,0.01,0,1.0
2020-05-04 01:20:00,-0.0015154589982634414,0.01,1,1.0
2020-05-04 01:30:00,-0.02,0.01,0,1.0
2020-05-04 13:55:00,-0.02,0.01,0,-1.0
2020-05-04 14:15:00,-0.02,0.01,0,-1.0
2020-05-05 05:10:00,-0.02,0.01,1,-1.0
2020-05-05 10:10:00,-0.02,0.01,1,1.0
2020-05-05 10:20:00,-0.02,0.01,1,1.0
2020-05-06 00:05:00,-0.02,0.01,0,-1.0
2020-05-06 03:55:00,-0.02,0.01,0,-1.0
2020-05-06 10:30:00,-0.02,0.01,1,-1.0
2020-05-06 10:35:00,-0.02,0.01,0,-1.0
2020-05-06 23:00:00,-0.02,0.01,1,-1.0
2020-05-06 23:10:00,-0.02,0.01,1,-1.0
2020-05-06 23:55:00,-0.02,0.01,1,1.0
2020-05-07 00:00:00,-0.02,0.01,1,1.0
2020-05-07 00:05:00,-0.012783813493983389,0.01,1,1.0
2020-05-07 13:15:00,-0.02,0.01,0,-1.0
2020-05-07 13:25:00,-0.02,0.01,0,-1.0
2020-05-07 17:05:00,-0.02,0.01,0,-1.0
2020-05-07 17:10:00,-0.02,0.01,0,-1.0
2020-05-07 17:25:00,-0.02,0.01,0,-1.0
2020-05-08 06:15:00,-0.02,0.01,1,1.0
2020-05-08 07:05:00,-0.02,0.01,1,1.0
2020-05-08 11:00:00,-0.02,0.01,1,-1.0
2020-05-09 00:00:00,-0.02,0.01,1,1.0
2020-05-09 00:05:00,-0.02,0.01,0,1.0
2020-05-09 04:55:00,-0.02,0.01,0,1.0
2020-05-09 07:10:00,-0.02,0.01,0,1.0
2020-05-09 07:40:00,-0.02,0.01,1,1.0
2020-05-10 00:10:00,-0.02,0.01,0,1.0
2020-05-10 00:15:00,-0.02,0.01,0,1.0
2020-05-10 00:20:00,-0.02,0.01,1,1.0
2020-05-10 00:25:00,-0.02,0.01,1,1.0
2020-05-10 00:30:00,-0.02,0.01,1,1.0
2020-05-10 15:15:00,-0.02,0.01,0,1.0
2020-05-10 17:00:00,-0.02,0.01,1,1.0
2020-05-11 10:05:00,-0.02,0.01,1,1.0
2020-05-11 11:55:00,-0.02,0.01,0,-1.0
2020-05-11 16:40:00,-0.02,0.01,1,1.0
2020-05-11 16:45:00,-0.02,0.01,0,1.0
2020-05-11 18:20:00,-0.02,0.01,1,1.0
2020-05-12 14:20:00,-0.02,0.01,1,-1.0
2020-05-12 14:25:00,-0.02,0.01,1,-1.0
2020-05-13 12:50:00,-0.02,0.01,0,-1.0
2020-05-14 20:30:00,-0.02,0.01,1,-1.0
2020-05-15 02:30:00,-0.02,0.01,1,1.0
2020-05-15 02:40:00,-0.02,0.01,1,1.0
2020-05-15 15:45:00,-0.02,0.01,0,1.0
2020-05-15 15:55:00,-0.02,0.01,0,1.0
2020-05-15 20:45:00,-0.02,0.01,1,1.0
2020-05-16 05:30:00,-0.02,0.01,1,-1.0
2020-05-16 18:50:00,-0.02,0.01,1,1.0
2020-05-17 12:25:00,-0.02,0.01,1,-1.0
2020-05-17 12:35:00,-0.02,0.01,0,-1.0
2020-05-18 01:10:00,-0.02,0.01,1,-1.0
2020-05-18 08:45:00,-0.02,0.01,1,1.0
2020-05-18 08:50:00,-0.02,0.01,1,1.0
2020-05-19 04:00:00,-0.02,0.01,1,1.0
2020-05-19 08:15:00,-0.02,0.01,1,-1.0
2020-05-19 23:00:00,-0.02,0.01,1,-1.0
2020-05-20 00:05:00,-0.02,0.01,1,-1.0
2020-05-20 15:50:00,-0.02,0.01,1,1.0
2020-05-21 10:00:00,-0.02,0.01,0,1.0
2020-05-21 14:10:00,-0.02,0.01,0,1.0
2020-05-21 14:15:00,-0.02,0.01,0,1.0
2020-05-21 14:40:00,-0.02,0.01,1,1.0
2020-05-21 14:45:00,-0.02,0.01,0,1.0
2020-05-24 13:50:00,-0.02,0.01,0,1.0
2020-05-25 11:00:00,-0.02,0.01,1,1.0
2020-05-25 17:45:00,-0.02,0.01,1,-1.0
2020-05-27 10:30:00,-0.02,0.01,0,-1.0
2020-05-28 01:05:00,-0.02,0.01,0,-1.0
2020-05-28 23:35:00,-0.02,0.01,1,-1.0
2020-05-29 10:50:00,-0.02,0.01,1,1.0
2020-05-29 15:35:00,-0.02,0.01,1,1.0
2020-05-30 03:55:00,-0.02,0.01,1,1.0
2020-05-30 04:35:00,-0.02,0.01,1,-1.0
2020-05-30 06:15:00,-0.02,0.01,1,-1.0
2020-05-30 20:40:00,-0.02,0.01,1,1.0
2020-05-30 22:55:00,-0.02,0.01,1,-1.0
2020-05-30 23:05:00,-0.02,0.01,1,-1.0
2020-05-31 23:05:00,-0.02,0.01,1,1.0
2020-06-01 19:45:00,-0.02,0.01,0,-1.0
2020-06-01 23:20:00,-0.02,0.01,0,-1.0
2020-06-01 23:35:00,-0.02,0.01,1,-1.0
2020-06-02 14:55:00,-0.02,0.01,0,1.0
2020-06-02 15:00:00,-0.02,0.01,0,1.0
2020-06-05 12:00:00,-0.02,0.01,0,1.0
2020-06-06 00:35:00,-0.02,0.01,1,1.0
2020-06-06 01:00:00,-0.02,0.01,1,1.0
2020-06-06 12:30:00,-0.02,0.01,1,-1.0
2020-06-07 11:55:00,-0.02,0.01,1,1.0
2020-06-07 12:25:00,-0.02,0.01,1,1.0
2020-06-07 20:00:00,-0.02,0.01,0,-1.0
2020-06-09 00:00:00,-0.02,0.01,1,-1.0
2020-06-09 00:20:00,-0.02,0.01,0,-1.0
2020-06-09 21:20:00,-0.02,0.01,0,-1.0
2020-06-09 22:00:00,-0.02,0.01,0,-1.0
2020-06-10 18:30:00,-0.02,0.01,1,-1.0
2020-06-10 18:50:00,-0.02,0.01,1,-1.0
2020-06-11 06:30:00,-0.02,0.01,0,1.0
2020-06-11 13:15:00,-0.02,0.01,0,1.0
2020-06-11 15:15:00,-0.02,0.01,0,1.0
2020-06-11 16:55:00,-0.02,0.01,1,1.0
2020-06-11 17:00:00,-0.02,0.01,1,1.0
2020-06-14 13:50:00,-0.02,0.01,0,1.0
2020-06-14 14:40:00,-0.02,0.01,0,1.0
2020-06-14 15:25:00,-0.02,0.01,0,1.0
2020-06-14 22:10:00,-0.02,0.01,1,1.0
2020-06-14 22:25:00,-0.02,0.01,0,1.0
2020-06-17 03:40:00,-0.02,0.01,0,1.0
2020-06-17 20:00:00,-0.02,0.01,1,1.0
2020-06-17 20:05:00,-0.02,0.01,1,1.0
2020-06-18 21:15:00,-0.02,0.01,1,1.0
2020-06-18 21:30:00,-0.02,0.01,0,1.0
2020-06-19 09:30:00,-0.02,0.01,0,-1.0
2020-06-22 21:10:00,-0.02,0.01,1,-1.0
2020-06-23 16:20:00,-0.02,0.01,1,-1.0
2020-06-24 07:35:00,-0.02,0.01,0,1.0
2020-06-24 07:50:00,-0.02,0.01,0,1.0
2020-06-25 03:10:00,-0.02,0.01,1,1.0
2020-06-25 03:30:00,-0.02,0.01,1,1.0
2020-06-26 07:20:00,-0.02,0.01,1,1.0
2020-06-26 07:40:00,-0.02,0.01,0,1.0
2020-06-27 16:30:00,-0.02,0.01,1,1.0
2020-06-27 19:45:00,-0.02,0.01,1,1.0
2020-06-28 14:50:00,-0.02,0.01,1,-1.0
2020-06-28 15:15:00,-0.02,0.01,1,-1.0
2020-06-29 14:15:00,-0.02,0.01,1,1.0
2020-06-29 21:15:00,-0.02,0.01,1,-1.0
2020-06-30 13:10:00,-0.02,0.01,1,1.0
2020-06-30 13:25:00,-0.02,0.01,0,1.0
2020-07-02 15:10:00,-0.02,0.01,0,1.0
2020-07-05 21:35:00,-0.02,0.01,1,1.0
2020-07-06 06:20:00,-0.02,0.01,0,-1.0
2020-07-06 07:10:00,-0.02,0.01,0,-1.0
2020-07-07 20:45:00,-0.02,0.01,1,1.0
2020-07-08 03:15:00,-0.02,0.01,0,-1.0
2020-07-08 03:40:00,-0.02,0.01,0,-1.0
2020-07-08 13:45:00,-0.02,0.01,0,-1.0
2020-07-09 14:40:00,-0.02,0.01,0,1.0
2020-07-09 14:55:00,-0.02,0.01,0,1.0
2020-07-09 15:00:00,-0.02,0.01,0,1.0
2020-07-09 15:20:00,-0.02,0.01,0,1.0
2020-07-09 15:30:00,-0.02,0.01,0,1.0
2020-07-10 16:15:00,-0.02,0.01,0,-1.0
2020-07-12 13:25:00,-0.02,0.01,0,-1.0
2020-07-13 19:25:00,-0.02,0.01,0,1.0
2020-07-13 19:40:00,-0.02,0.01,0,1.0
2020-07-14 11:30:00,-0.02,0.01,0,1.0
2020-07-16 07:10:00,-0.02,0.01,0,1.0
2020-07-19 23:10:00,-0.02,0.01,0,-1.0
2020-07-21 07:50:00,-0.02,0.01,0,-1.0
2020-07-22 22:35:00,-0.02,0.01,0,-1.0
2020-07-23 16:55:00,-0.02,0.01,1,-1.0
2020-07-24 06:55:00,-0.02,0.01,1,1.0
2020-07-24 17:05:00,-0.02,0.01,0,-1.0
2020-07-24 21:25:00,-0.02,0.01,0,-1.0
2020-07-25 04:05:00,-0.02,0.01,0,-1.0
2020-07-26 08:55:00,-0.02,0.01,0,-1.0
2020-07-26 10:00:00,-0.02,0.01,1,-1.0
2020-07-26 10:05:00,-0.02,0.01,1,-1.0
2020-07-26 10:10:00,-0.02,0.01,1,-1.0
2020-07-27 01:30:00,-0.02,0.01,0,-1.0
2020-07-27 01:45:00,-0.02,0.01,0,-1.0
2020-07-27 03:55:00,-0.02,0.01,0,-1.0
2020-07-27 13:25:00,-0.02,0.01,0,-1.0
2020-07-27 16:50:00,-0.02,0.01,0,-1.0
2020-07-27 17:05:00,-0.02,0.01,0,-1.0
2020-07-27 21:55:00,-0.02,0.01,0,-1.0
2020-07-27 22:00:00,-0.02,0.01,1,-1.0
2020-07-27 22:05:00,-0.02,0.01,1,-1.0
2020-07-28 09:00:00,-0.02,0.01,1,1.0
2020-07-28 14:25:00,-0.02,0.01,1,-1.0
2020-07-28 16:45:00,-0.02,0.01,1,1.0
2020-07-29 14:45:00,-0.02,0.01,1,-1.0
2020-07-29 14:50:00,-0.02,0.01,1,-1.0
2020-07-29 21:55:00,-0.02,0.01,1,-1.0
2020-07-30 00:10:00,-0.02,0.01,0,1.0
2020-07-30 18:10:00,-0.02,0.01,0,-1.0
2020-07-30 19:30:00,-0.02,0.01,1,-1.0
2020-07-31 02:10:00,-0.02,0.01,1,1.0
2020-08-01 19:30:00,-0.02,0.01,0,-1.0
2020-08-01 19:45:00,-0.02,0.01,0,-1.0
2020-08-02 01:50:00,-0.02,0.01,1,-1.0
2020-08-02 04:40:00,-0.02,0.01,1,1.0
2020-08-02 04:45:00,-0.02,0.01,1,1.0
2020-08-02 11:40:00,-0.02,0.01,1,1.0
2020-08-03 00:15:00,-0.02,0.01,1,1.0
2020-08-03 06:45:00,-0.02,0.01,0,-1.0
2020-08-03 13:45:00,-0.02,0.01,1,-1.0
2020-08-03 16:30:00,-0.02,0.01,1,-1.0
2020-08-03 22:10:00,-0.009596175506889846,0.01,1,1.0
2020-08-04 11:50:00,0.0019949159913208465,0.01,1,1.0
2020-08-04 12:00:00,0.014068895578581268,0.01,1,1.0
2020-08-05 01:45:00,0.024148553784826502,0.01,1,1.0
2020-08-05 10:10:00,0.004197729684160885,0.01,0,-1.0
2020-08-06 13:05:00,0.003244539006024845,0.01,0,-1.0
2020-08-06 13:35:00,0.016081701544253264,0.01,1,-1.0
2020-08-06 21:55:00,0.02617239686367879,0.01,1,1.0
2020-08-07 17:35:00,0.0364113757405834,0.01,1,1.0
2020-08-07 18:35:00,0.04652416822120065,0.01,1,1.0
2020-08-09 13:25:00,0.056694526001696784,0.01,1,1.0
2020-08-10 02:15:00,0.09302681076675479,0.01,1,-1.0
2020-08-10 10:30:00,0.10509373090322505,0.01,1,1.0
2020-08-11 15:15:00,0.08222276689805796,0.01,0,1.0
2020-08-11 16:15:00,0.09339420893568917,0.01,1,1.0
2020-08-11 20:20:00,0.10499066228575571,0.01,1,1.0
2020-08-11 20:35:00,0.11787872150824552,0.01,1,1.0
2020-08-12 06:10:00,0.13294103025807869,0.01,1,1.0
