date_time,ret,trgt,bin,side
2020-05-15 20:45:00,13.737627286540485,0.01,1,1.0
2020-05-16 18:50:00,13.883069781072383,0.01,1,1.0
2020-05-18 08:45:00,14.03900253375184,0.01,1,1.0
2020-05-18 08:50:00,14.205626552014683,0.01,1,1.0
2020-05-19 04:00:00,14.386931003210973,0.01,1,1.0
2020-05-20 15:50:00,14.578873232227549,0.01,1,1.0
2020-05-21 10:00:00,14.747676566853537,0.01,0,1.0
2020-05-21 14:10:00,14.89638924161687,0.01,0,1.0
2020-05-21 14:15:00,15.019949399275836,0.01,0,1.0
2020-05-21 14:40:00,15.156123113849267,0.01,1,1.0
2020-05-21 14:45:00,15.26601890406228,0.01,0,1.0
2020-05-24 13:50:00,15.354626398044305,0.01,0,1.0
2020-05-25 11:00:00,15.455023216691478,0.01,1,1.0
2020-05-29 10:50:00,15.568209368671985,0.01,1,1.0
2020-05-29 15:35:00,15.692737152151722,0.01,1,1.0
2020-05-30 03:55:00,15.827771332912056,0.01,1,1.0
2020-05-30 20:40:00,15.974049274504093,0.01,1,1.0
2020-05-31 23:05:00,16.13205174630462,0.01,1,1.0
2020-06-02 14:55:00,16.269082488297503,0.01,0,1.0
2020-06-02 15:00:00,16.409520415649443,0.01,0,1.0
2020-06-05 12:00:00,16.555647980169404,0.01,0,1.0
2020-06-06 00:35:00,16.713244760907305,0.01,1,1.0
2020-06-06 01:00:00,16.883612851282308,0.01,1,1.0
2020-06-07 11:55:00,17.071965212078243,0.01,1,1.0
2020-06-07 12:25:00,17.275231511921653,0.01,1,1.0
2020-06-11 06:30:00,17.45817153656212,0.01,0,1.0
2020-06-11 13:15:00,17.61602090442625,0.01,0,1.0
2020-06-11 15:15:00,17.751970391415014,0.01,0,1.0
2020-06-11 16:55:00,17.904042488777137,0.01,1,1.0
2020-06-11 17:00:00,18.06891359304772,0.01,1,1.0
2020-06-14 13:50:00,18.21356845423917,0.01,0,1.0
2020-06-14 14:40:00,18.337928932308554,0.01,0,1.0
2020-06-14 15:25:00,18.442164088485864,0.01,0,1.0
2020-06-14 22:10:00,18.557723312751946,0.01,1,1.0
2020-06-14 22:25:00,18.65099285449107,0.01,0,1.0
2020-06-17 03:40:00,18.74073335478587,0.01,0,1.0
2020-06-17 20:00:00,18.841277244801677,0.01,1,1.0
2020-06-17 20:05:00,18.952809426702906,0.01,1,1.0
2020-06-18 21:15:00,19.075552438429156,0.01,1,1.0
2020-06-18 21:30:00,19.19565563213526,0.01,0,1.0
2020-06-24 07:35:00,19.29413802385863,0.01,0,1.0
2020-06-24 07:50:00,19.371523988861398,0.01,0,1.0
2020-06-25 03:10:00,19.463753548752052,0.01,1,1.0
2020-06-25 03:30:00,19.566090816626538,0.01,1,1.0
2020-06-26 07:20:00,19.6787551559462,0.01,1,1.0
2020-06-26 07:40:00,19.796668115862758,0.01,0,1.0
2020-06-27 16:30:00,19.92498902603079,0.01,1,1.0
2020-06-27 19:45:00,20.06911130831116,0.01,1,1.0
2020-06-29 14:15:00,20.22577840135625,0.01,1,1.0
2020-06-30 13:10:00,20.39279903003299,0.01,1,1.0
2020-06-30 13:25:00,20.566919363884956,0.01,0,1.0
2020-07-02 15:10:00,20.74531631485001,0.01,0,1.0
2020-07-05 21:35:00,20.937064736382126,0.01,1,1.0
2020-07-07 20:45:00,21.14087226929691,0.01,1,1.0
2020-07-09 14:40:00,21.323369944758593,0.01,0,1.0
2020-07-09 14:55:00,21.49722079742743,0.01,0,1.0
2020-07-09 15:00:00,21.666658473008493,0.01,0,1.0
2020-07-09 15:20:00,21.84003945633399,0.01,0,1.0
2020-07-09 15:30:00,22.013736932399667,0.01,0,1.0
2020-07-13 19:25:00,22.191107032076182,0.01,0,1.0
2020-07-13 19:40:00,22.371180097762654,0.01,0,1.0
2020-07-14 11:30:00,22.55266407332875,0.01,0,1.0
2020-07-16 07:10:00,22.733684616250343,0.01,0,1.0
2020-07-24 06:55:00,22.92518275693435,0.01,1,1.0
2020-07-28 09:00:00,23.126743079956796,0.01,1,1.0
2020-07-28 16:45:00,23.3388430732158,0.01,1,1.0
2020-07-30 00:10:00,23.553398578978186,0.01,0,1.0
2020-07-31 02:10:00,23.779452594999903,0.01,1,1.0
2020-08-02 04:40:00,24.024016341356106,0.01,1,1.0
2020-08-02 04:45:00,24.279285960841875,0.01,1,1.0
2020-08-02 11:40:00,24.54509897996598,0.01,1,1.0
2020-08-03 00:15:00,24.82117194295435,0.01,1,1.0
2020-08-03 22:10:00,25.108378831260268,0.01,1,1.0
2020-08-04 11:50:00,25.407176811064396,0.01,1,1.0
2020-08-04 12:00:00,25.718048770455784,0.01,1,1.0
2020-08-05 01:45:00,26.039000388053417,0.01,1,1.0
2020-08-06 21:55:00,26.370042700970476,0.01,1,1.0
2020-08-07 17:35:00,26.711323992764438,0.01,1,1.0
2020-08-07 18:35:00,27.06271807703902,0.01,1,1.0
2020-08-09 13:25:00,27.424282519094096,0.01,1,1.0
2020-08-10 10:30:00,27.79791388128564,0.01,1,1.0
2020-08-11 15:15:00,28.148674279472022,0.01,0,1.0
2020-08-11 16:15:00,28.510606119696032,0.01,1,1.0
2020-08-11 20:20:00,28.884134413270107,0.01,1,1.0
2020-08-11 20:35:00,29.270550766066673,0.01,1,1.0
2020-08-12 06:10:00,29.672029427613072,0.01,1,1.0
