,ret,trgt,bin
2017-12-26 05:50:00.000,-0.05793103448275849,0.01,-1
2017-12-26 07:05:00.000,0.06440702781844787,0.01,1
2017-12-26 09:00:00.000,0.04540640173867572,0.01,1
2017-12-26 10:10:00.000,-0.021552631578947046,0.01,-1
2017-12-26 12:00:00.000,0.02740647104703986,0.01,1
2017-12-26 14:20:00.000,0.037866492146596986,0.01,1
2017-12-26 14:50:00.000,0.03312008964052593,0.01,1
2017-12-26 15:40:00.000,0.018980237852017412,0.01,1
2017-12-26 16:30:00.000,0.05819450976509333,0.01,1
2017-12-26 16:50:00.000,0.06666666666666665,0.01,1
2017-12-26 17:10:00.000,0.07251217160194745,0.01,1
2017-12-26 17:45:00.000,0.067390744598675,0.01,1
2017-12-26 18:05:00.000,0.026304824561403706,0.01,1
2017-12-26 18:30:00.000,0.036325174414256534,0.01,1
2017-12-26 18:40:00.000,0.04386643161269688,0.01,1
2017-12-26 18:50:00.000,0.027119916250222253,0.01,1
2017-12-26 19:00:00.000,-0.05312500000000009,0.01,-1
2017-12-26 19:10:00.000,-0.06208682406702193,0.01,-1
2017-12-26 19:25:00.000,-0.04840787778391342,0.01,-1
2017-12-26 19:45:00.000,-0.05515958761999973,0.01,-1
2017-12-26 20:10:00.000,0.011229946524064394,0.01,1
2017-12-26 20:35:00.000,0.09022581770311766,0.01,1
2017-12-26 21:00:00.000,-0.04460452443857332,0.01,-1
2017-12-26 22:25:00.000,-0.029263076025665913,0.01,-1
2017-12-26 23:30:00.000,0.023757859010738347,0.01,1
2017-12-27 00:45:00.000,0.01559826465166081,0.01,1
2017-12-27 01:45:00.000,0.06519565217391299,0.01,1
2017-12-27 02:15:00.000,0.016224820914712668,0.01,1
2017-12-27 03:35:00.000,0.01595952532751932,0.01,1
2017-12-27 04:15:00.000,0.03821939715378875,0.01,1
2017-12-27 04:35:00.000,0.029983532152468184,0.01,1
2017-12-27 04:45:00.000,0.04314933608906735,0.01,1
2017-12-27 05:45:00.000,0.034271028037383466,0.01,1
2017-12-27 06:00:00.000,-0.03313544236312571,0.01,-1
2017-12-27 06:20:00.000,0.032504672897196496,0.01,1
2017-12-27 06:45:00.000,-0.025136226216984303,0.01,-1
2017-12-27 07:30:00.000,-0.03570068987288877,0.01,-1
2017-12-27 07:50:00.000,-0.014982283161300347,0.01,0
2017-12-27 08:25:00.000,-0.013685239491691092,0.01,0
2017-12-27 09:25:00.000,0.03339940535183361,0.01,1
2017-12-27 10:05:00.000,-0.03422844538218084,0.01,-1
2017-12-27 10:35:00.000,0.03574939672892996,0.01,1
2017-12-27 11:25:00.000,0.04300999999999977,0.01,1
2017-12-27 12:25:00.000,-0.029625794575315556,0.01,-1
2017-12-27 13:30:00.000,-0.029631166572803513,0.01,-1
2017-12-27 14:35:00.000,-0.06325092656701836,0.01,-1
2017-12-27 15:00:00.000,0.049010869565217385,0.01,1
2017-12-27 15:15:00.000,-0.01770819301826776,0.01,0
2017-12-27 15:55:00.000,-0.049662447257384,0.01,-1
2017-12-27 16:30:00.000,-0.04204590862673718,0.01,-1
2017-12-27 16:50:00.000,0.0124675565443082,0.01,1
2017-12-27 17:10:00.000,0.06425955596246302,0.01,1
2017-12-27 17:35:00.000,-0.028764987364911954,0.01,-1
2017-12-27 18:35:00.000,-0.022364924712134693,0.01,-1
2017-12-27 20:00:00.000,0.049830124575311,0.01,1
2017-12-27 22:20:00.000,0.02897518878101435,0.01,1
2017-12-27 23:15:00.000,0.05603547690436739,0.01,1
2017-12-27 23:55:00.000,0.012568126991691075,0.01,1
2017-12-28 00:40:00.000,-0.09802249085757464,0.01,-1
2017-12-28 01:25:00.000,-0.08910077427275831,0.01,-1
2017-12-28 02:15:00.000,-0.05325057881063888,0.01,-1
2017-12-28 02:40:00.000,-0.06428243398392663,0.01,-1
2017-12-28 02:50:00.000,0.030662200463797973,0.01,1
2017-12-28 03:00:00.000,0.07020238095238107,0.01,1
2017-12-28 03:15:00.000,-0.0748857025262245,0.01,-1
2017-12-28 03:35:00.000,0.035291288402572896,0.01,1
2017-12-28 04:05:00.000,0.03716608594657411,0.01,1
2017-12-28 04:40:00.000,-0.06052631578947365,0.01,-1
2017-12-28 05:20:00.000,-0.01777221526908679,0.01,0
2017-12-28 05:50:00.000,0.030289791757681872,0.01,1
2017-12-28 07:20:00.000,-0.02884570082449911,0.01,-1
2017-12-28 08:35:00.000,0.016361232732168052,0.01,1
2017-12-28 09:55:00.000,-0.02984486873508385,0.01,-1
2017-12-28 10:50:00.000,-0.024588248317937267,0.01,-1
2017-12-28 11:35:00.000,0.021437578814627933,0.01,1
2017-12-28 12:45:00.000,0.014814814814814836,0.01,1
2017-12-28 13:25:00.000,0.010948905109488871,0.01,1
2017-12-28 15:00:00.000,-0.03008423586040898,0.01,-1
2017-12-28 16:00:00.000,-0.03823206529521239,0.01,-1
2017-12-28 17:20:00.000,0.06699751861042147,0.01,1
2017-12-28 18:10:00.000,0.013953488372093314,0.01,1
2017-12-28 18:50:00.000,0.018584494620892844,0.01,1
2017-12-28 19:45:00.000,0.05522935779816507,0.01,1
2017-12-28 21:45:00.000,0.06254041570438784,0.01,1
2017-12-29 00:00:00.000,0.013954094940010764,0.01,1
2017-12-29 00:50:00.000,-0.012861736334405238,0.01,0
2017-12-29 02:05:00.000,-0.01303837953091691,0.01,0
2017-12-29 04:00:00.000,-0.027836287630836676,0.01,-1
2017-12-29 04:55:00.000,0.015200868621064068,0.01,1
2017-12-29 06:45:00.000,-0.03743315508021361,0.01,-1
2017-12-29 07:30:00.000,-0.01000000000000012,0.01,0
2017-12-29 08:25:00.000,-0.017957351290684542,0.01,0
2017-12-29 10:10:00.000,-0.014639999999999986,0.01,0
2017-12-29 11:45:00.000,0.05383964091441529,0.01,1
2017-12-29 14:00:00.000,0.04678571428571421,0.01,1
2017-12-29 15:15:00.000,0.05119394696654167,0.01,1
2017-12-29 16:10:00.000,-0.03907066838357476,0.01,-1
2017-12-29 17:05:00.000,-0.04369112814895948,0.01,-1
2017-12-29 19:15:00.000,-0.024120672080264804,0.01,-1
2017-12-29 22:05:00.000,-0.042286250806877534,0.01,-1
2017-12-30 01:50:00.000,-0.013504570966397567,0.01,0
2017-12-30 02:05:00.000,0.022360248447204745,0.01,1
2017-12-30 02:30:00.000,0.026338105452187177,0.01,1
2017-12-30 03:05:00.000,0.021992077388270248,0.01,1
2017-12-30 04:30:00.000,-0.015625759416767915,0.01,0
2017-12-30 06:40:00.000,-0.014985064309872453,0.01,0
2017-12-30 08:55:00.000,-0.03140350877192988,0.01,-1
2017-12-30 10:35:00.000,-0.037169767381685204,0.01,-1
2017-12-30 12:40:00.000,-0.05134303489606462,0.01,-1
2017-12-30 13:15:00.000,0.08069405099150129,0.01,1
2017-12-30 14:05:00.000,-0.03720985097710239,0.01,-1
2017-12-30 15:35:00.000,-0.03252198535217399,0.01,-1
2017-12-30 16:45:00.000,0.04477338924144125,0.01,1
2017-12-30 18:25:00.000,0.03702307039635855,0.01,1
2017-12-30 20:15:00.000,0.04910389610389587,0.01,1
2017-12-31 01:30:00.000,0.06344313638107968,0.01,1
2017-12-31 02:35:00.000,-0.05657346401881136,0.01,-1
2017-12-31 03:25:00.000,-0.047302221699776825,0.01,-1
2017-12-31 04:20:00.000,-0.012906250771167027,0.01,0
2017-12-31 05:40:00.000,-0.022649999999999837,0.01,-1
2017-12-31 07:25:00.000,0.05398526628127076,0.01,1
2017-12-31 10:55:00.000,0.013590748583286016,0.01,1
2017-12-31 12:50:00.000,0.010427516191981123,0.01,1
2017-12-31 14:40:00.000,-0.036149289099526194,0.01,-1
2017-12-31 15:35:00.000,0.026490798903490154,0.01,1
2017-12-31 16:20:00.000,0.030070415788465255,0.01,1
2017-12-31 17:40:00.000,0.026187067525650587,0.01,1
2017-12-31 20:35:00.000,-0.011800267395221886,0.01,0
2017-12-31 23:20:00.000,-0.028470588235294247,0.01,-1
2018-01-01 02:05:00.000,0.03279244369096679,0.01,1
2018-01-01 05:35:00.000,-0.018384766907419747,0.01,0
2018-01-01 08:30:00.000,-0.0293239369326328,0.01,-1
2018-01-01 11:35:00.000,-0.020488525195348384,0.01,-1
2018-01-01 14:00:00.000,0.05138190954773858,0.01,1
2018-01-01 16:35:00.000,0.04168481846130878,0.01,1
2018-01-01 22:25:00.000,0.03118652168717917,0.01,1
2018-01-02 00:40:00.000,-0.015063731170336325,0.01,0
2018-01-02 02:15:00.000,-0.02247058823529402,0.01,-1
2018-01-02 03:25:00.000,-0.014271647705028978,0.01,0
2018-01-02 05:05:00.000,0.019280298471537005,0.01,1
2018-01-02 12:10:00.000,0.02134794313512467,0.01,1
2018-01-02 13:50:00.000,-0.015005780346820874,0.01,0
2018-01-02 15:25:00.000,0.06805004577357332,0.01,1
2018-01-02 16:55:00.000,0.06136064101517391,0.01,1
2018-01-02 20:00:00.000,-0.03180219780219751,0.01,-1
2018-01-02 20:45:00.000,-0.03150750232674293,0.01,-1
2018-01-03 01:20:00.000,-0.02404154085460708,0.01,-1
2018-01-03 03:25:00.000,-0.02134067737020995,0.01,-1
2018-01-03 06:10:00.000,-0.025577297814494693,0.01,-1
2018-01-03 10:35:00.000,0.030882898849225793,0.01,1
2018-01-03 13:20:00.000,0.013416504042375044,0.01,1
2018-01-03 14:50:00.000,0.028184918879056164,0.01,1
2018-01-03 16:30:00.000,0.010973857420969457,0.01,1
2018-01-03 18:35:00.000,0.02277546622651694,0.01,1
2018-01-03 22:05:00.000,0.05513840636557199,0.01,1
2018-01-03 23:40:00.000,-0.049389272437599496,0.01,-1
2018-01-04 00:55:00.000,0.018670391061452518,0.01,1
2018-01-04 05:15:00.000,-0.03197288611510263,0.01,-1
2018-01-04 07:00:00.000,-0.02587196467991182,0.01,-1
2018-01-04 09:05:00.000,0.010684825960841415,0.01,1
2018-01-04 11:15:00.000,0.015706454108229684,0.01,1
2018-01-04 13:45:00.000,0.011736591140046215,0.01,1
2018-01-04 15:20:00.000,-0.015176600441500931,0.01,0
2018-01-04 16:45:00.000,0.03568506584477449,0.01,1
2018-01-04 18:45:00.000,-0.021902628531852986,0.01,-1
2018-01-04 20:35:00.000,0.023820324168833062,0.01,1
2018-01-05 00:00:00.000,0.0188492281945698,0.01,1
2018-01-05 04:25:00.000,0.03861116514296814,0.01,1
2018-01-05 06:30:00.000,0.04876653036593126,0.01,1
2018-01-05 06:55:00.000,0.010813706621163321,0.01,1
2018-01-05 08:00:00.000,0.1256085113065324,0.01,1
2018-01-05 08:30:00.000,-0.022548523795406505,0.01,-1
2018-01-05 08:45:00.000,0.052631578947368585,0.01,1
2018-01-05 09:00:00.000,-0.0835847457627118,0.01,-1
2018-01-05 09:20:00.000,0.08196084596391584,0.01,1
2018-01-05 09:45:00.000,-0.01702564102564108,0.01,0
2018-01-05 10:20:00.000,-0.031363035614913604,0.01,-1
2018-01-05 10:55:00.000,0.04508038527481806,0.01,1
2018-01-05 11:25:00.000,0.06508164194360222,0.01,1
2018-01-05 11:50:00.000,0.01097580645161278,0.01,1
2018-01-05 12:45:00.000,0.05310263957690187,0.01,1
2018-01-05 13:20:00.000,0.056989591673338724,0.01,1
2018-01-05 13:55:00.000,0.05288672756745294,0.01,1
2018-01-05 14:10:00.000,-0.043100719424460476,0.01,-1
2018-01-05 14:30:00.000,0.035787052003999786,0.01,1
2018-01-05 14:55:00.000,-0.03460865651924605,0.01,-1
2018-01-05 15:20:00.000,-0.013541251569536894,0.01,0
2018-01-05 15:35:00.000,0.013810975609755971,0.01,1
2018-01-05 16:10:00.000,-0.03767329263525121,0.01,-1
2018-01-05 16:50:00.000,0.03671065069804169,0.01,1
2018-01-05 18:00:00.000,0.055018839487565696,0.01,1
2018-01-05 18:35:00.000,-0.02195698602152807,0.01,-1
2018-01-05 19:20:00.000,0.0224426154082098,0.01,1
2018-01-05 21:00:00.000,0.053571428571428825,0.01,1
2018-01-05 21:20:00.000,0.010169491525423568,0.01,1
2018-01-05 21:30:00.000,0.014825503355704983,0.01,1
2018-01-05 22:05:00.000,0.020051716498356242,0.01,1
2018-01-05 22:15:00.000,0.04670612872063895,0.01,1
2018-01-05 22:35:00.000,0.039363250642633796,0.01,1
2018-01-05 22:50:00.000,-0.07628128724672256,0.01,-1
2018-01-05 23:05:00.000,0.0143290322580647,0.01,1
2018-01-05 23:25:00.000,-0.03639462921619918,0.01,-1
2018-01-05 23:45:00.000,-0.029016693179492847,0.01,-1
2018-01-06 00:05:00.000,0.05958410093607913,0.01,1
2018-01-06 00:30:00.000,0.06501013678240564,0.01,1
2018-01-06 01:00:00.000,0.012042096131950952,0.01,1
2018-01-06 01:15:00.000,0.05351190476190504,0.01,1
2018-01-06 01:30:00.000,0.04525679416916173,0.01,1
2018-01-06 01:40:00.000,-0.03608108108108077,0.01,-1
2018-01-06 01:50:00.000,0.037431655684844634,0.01,1
2018-01-06 02:05:00.000,-0.02972432432432426,0.01,-1
2018-01-06 02:15:00.000,-0.08130873922707937,0.01,-1
2018-01-06 02:30:00.000,-0.06626805574084615,0.01,-1
2018-01-06 02:45:00.000,-0.06990033222591363,0.01,-1
2018-01-06 03:00:00.000,0.06512618685786276,0.01,1
2018-01-06 03:35:00.000,0.01217028645293472,0.01,1
2018-01-06 03:50:00.000,0.01841717791411046,0.01,1
2018-01-06 04:20:00.000,-0.05627643040445329,0.01,-1
2018-01-06 05:00:00.000,-0.04124218051831996,0.01,-1
2018-01-06 05:25:00.000,0.07278344063542375,0.01,1
2018-01-06 06:00:00.000,-0.05658749712966449,0.01,-1
2018-01-06 07:00:00.000,-0.01949175399472458,0.01,0
2018-01-06 07:30:00.000,0.07084199932908453,0.01,1
2018-01-06 08:40:00.000,-0.061155699240017625,0.01,-1
2018-01-06 09:55:00.000,0.07445544818749661,0.01,1
2018-01-06 10:35:00.000,0.047799757771497475,0.01,1
2018-01-06 11:40:00.000,0.0133360022018163,0.01,1
2018-01-06 12:15:00.000,0.046532258064515775,0.01,1
2018-01-06 12:50:00.000,0.04136419753086429,0.01,1
2018-01-06 13:25:00.000,0.034368498112044454,0.01,1
2018-01-06 13:50:00.000,0.020063152224368386,0.01,1
2018-01-06 14:10:00.000,0.039325842696628976,0.01,1
2018-01-06 14:15:00.000,-0.01079999999999981,0.01,0
2018-01-06 14:25:00.000,0.021841291352006964,0.01,1
2018-01-06 14:50:00.000,0.030297520661157096,0.01,1
2018-01-06 15:05:00.000,0.0160909951390118,0.01,1
2018-01-06 15:15:00.000,-0.020567555050313935,0.01,-1
2018-01-06 15:35:00.000,-0.01771628156904892,0.01,0
2018-01-06 15:50:00.000,-0.04267982472935372,0.01,-1
2018-01-06 16:10:00.000,-0.04630568180579642,0.01,-1
2018-01-06 16:35:00.000,0.0573082439528918,0.01,1
2018-01-06 17:15:00.000,0.02632005620710154,0.01,1
2018-01-06 17:40:00.000,0.04265402843601929,0.01,1
2018-01-06 17:50:00.000,0.036649214659685736,0.01,1
2018-01-06 18:00:00.000,0.05606060606060592,0.01,1
2018-01-06 18:05:00.000,0.012907699665231753,0.01,1
2018-01-06 18:15:00.000,0.033999216238037144,0.01,1
2018-01-06 18:25:00.000,-0.041095890410958846,0.01,-1
2018-01-06 18:35:00.000,0.04713809523809531,0.01,1
2018-01-06 18:45:00.000,-0.06321083770276337,0.01,-1
2018-01-06 19:05:00.000,-0.014558323098656012,0.01,0
2018-01-06 19:25:00.000,0.031707317073170316,0.01,1
2018-01-06 19:55:00.000,0.01425123152709351,0.01,1
2018-01-06 20:30:00.000,0.027232591685972585,0.01,1
2018-01-06 20:50:00.000,0.06855791962174984,0.01,1
2018-01-06 21:10:00.000,0.030969026548672618,0.01,1
2018-01-06 21:15:00.000,-0.012871299876823672,0.01,0
2018-01-06 21:30:00.000,-0.010869565217391353,0.01,0
2018-01-06 21:45:00.000,-0.04395604395604413,0.01,-1
2018-01-06 22:05:00.000,0.025287356321839205,0.01,1
2018-01-06 22:50:00.000,-0.031156950672645456,0.01,-1
2018-01-06 23:25:00.000,-0.010174853767198067,0.01,0
2018-01-07 00:00:00.000,-0.024639971107399017,0.01,-1
2018-01-07 00:25:00.000,-0.02662322033584541,0.01,-1
2018-01-07 00:35:00.000,-0.021873514027579644,0.01,-1
2018-01-07 00:50:00.000,-0.02742316784869958,0.01,-1
2018-01-07 01:50:00.000,0.011186193485658968,0.01,1
2018-01-07 02:15:00.000,-0.040869995817328086,0.01,-1
2018-01-07 02:35:00.000,-0.04761904761904778,0.01,-1
2018-01-07 03:00:00.000,0.03506842105263175,0.01,1
2018-01-07 03:30:00.000,0.027132709253901544,0.01,1
2018-01-07 04:05:00.000,0.0816192159367124,0.01,1
2018-01-07 04:20:00.000,-0.02460111860714198,0.01,-1
2018-01-07 04:35:00.000,-0.03805997813346074,0.01,-1
2018-01-07 06:00:00.000,-0.01900000000000024,0.01,0
2018-01-07 06:20:00.000,0.053678426692524095,0.01,1
2018-01-07 07:00:00.000,0.05950000000000011,0.01,1
2018-01-07 07:50:00.000,0.05475360876057733,0.01,1
2018-01-07 09:00:00.000,0.017461066540820802,0.01,1
2018-01-07 09:25:00.000,0.016233766233766378,0.01,1
2018-01-07 09:45:00.000,-0.018708352350524704,0.01,0
2018-01-07 10:05:00.000,-0.02927893358635525,0.01,-1
2018-01-07 10:40:00.000,0.030157254702787295,0.01,1
2018-01-07 11:25:00.000,-0.0288279069767442,0.01,-1
2018-01-07 12:45:00.000,-0.03381611216510105,0.01,-1
2018-01-07 13:45:00.000,-0.03715481652474595,0.01,-1
2018-01-07 14:30:00.000,-0.02876825491910584,0.01,-1
2018-01-07 15:15:00.000,-0.0275710789677881,0.01,-1
2018-01-07 16:20:00.000,-0.015355420176878964,0.01,0
2018-01-07 17:10:00.000,-0.02332479649244923,0.01,-1
2018-01-07 18:00:00.000,-0.03178039349180095,0.01,-1
2018-01-07 18:30:00.000,0.019040399046332146,0.01,1
2018-01-07 19:00:00.000,0.07008086253369283,0.01,1
2018-01-07 20:20:00.000,0.07821835958718104,0.01,1
2018-01-07 21:10:00.000,-0.04715869017632235,0.01,-1
2018-01-07 21:45:00.000,-0.011282707426813254,0.01,0
2018-01-07 23:05:00.000,-0.010186893398572039,0.01,0
2018-01-08 00:15:00.000,-0.0231081385736831,0.01,-1
2018-01-08 01:05:00.000,-0.016785521339816478,0.01,0
2018-01-08 01:40:00.000,-0.021638194875626904,0.01,-1
2018-01-08 03:25:00.000,-0.02782847996405602,0.01,-1
2018-01-08 04:00:00.000,0.01444829578278406,0.01,1
2018-01-08 04:20:00.000,-0.02975495583738097,0.01,-1
2018-01-08 05:05:00.000,0.0450767713762501,0.01,1
2018-01-08 05:40:00.000,0.028884171271959413,0.01,1
2018-01-08 06:10:00.000,-0.011408359215934638,0.01,0
2018-01-08 06:55:00.000,-0.027635291454317756,0.01,-1
2018-01-08 07:55:00.000,-0.017608912915095365,0.01,0
2018-01-08 08:55:00.000,-0.04343855308867506,0.01,-1
2018-01-08 09:30:00.000,-0.038028250886473325,0.01,-1
2018-01-08 09:45:00.000,0.0122002803828678,0.01,1
2018-01-08 10:05:00.000,0.04494140543380265,0.01,1
2018-01-08 10:35:00.000,0.024806467277973088,0.01,1
2018-01-08 11:15:00.000,-0.07688276646392811,0.01,-1
2018-01-08 12:10:00.000,-0.07234733893557455,0.01,-1
2018-01-08 13:35:00.000,-0.030002536446317785,0.01,-1
2018-01-08 14:05:00.000,0.02852731325256208,0.01,1
2018-01-08 14:20:00.000,-0.052621065375302534,0.01,-1
2018-01-08 14:40:00.000,-0.06074488681017487,0.01,-1
2018-01-08 14:45:00.000,-0.019938775510204065,0.01,-1
